,age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
1303,42,married,unknown,1519.0,no,no,19,oct,230,1,92,1,yes
1387,25,single,tertiary,553.0,yes,no,17,sep,113,4,479,1,no
4252,49,married,primary,563.0,no,no,19,jun,84,1,-1,0,no
3237,32,married,primary,795.0,no,no,8,aug,131,3,-1,0,no
3703,42,married,primary,-97.0,yes,no,3,feb,216,4,271,5,no
2987,35,married,secondary,128.0,yes,no,12,may,136,1,-1,0,no
4451,55,married,tertiary,6880.0,no,no,8,aug,353,2,-1,0,no
904,45,married,tertiary,-459.0,no,no,21,aug,508,6,-1,0,no
4173,25,single,tertiary,220.0,no,no,26,may,68,1,-1,0,no
1279,32,married,tertiary,913.0,yes,no,23,jun,883,1,674,4,no
4319,70,divorced,secondary,6850.0,no,no,5,mar,252,3,183,1,no
4432,32,married,secondary,3935.0,yes,no,29,may,129,2,-1,0,no
2308,36,divorced,tertiary,5195.0,yes,no,2,jun,55,25,-1,0,no
3971,52,divorced,primary,1758.0,yes,no,15,may,41,1,-1,0,no
4094,31,single,tertiary,969.0,no,no,15,jun,95,1,-1,0,no
3898,59,married,primary,748.0,no,no,29,may,184,1,-1,0,no
3956,44,single,tertiary,2734.0,yes,no,12,may,897,4,-1,0,yes
706,33,single,tertiary,123.0,no,no,19,aug,264,1,-1,0,no
4247,32,single,tertiary,0.0,no,no,21,nov,9,6,-1,0,no
3070,39,single,unknown,75.0,no,no,6,jun,26,1,-1,0,no
745,53,married,secondary,66.0,no,yes,8,jul,141,1,-1,0,no
1939,45,married,secondary,315.0,yes,no,30,jun,103,1,-1,0,no
3870,49,single,primary,1040.0,no,no,8,jul,474,2,-1,0,no
2862,44,single,tertiary,900.0,yes,no,29,jan,322,2,-1,0,no
3273,32,single,tertiary,3014.0,yes,no,7,may,291,2,-1,0,no
513,48,divorced,tertiary,108.0,yes,no,27,may,89,2,-1,0,no
81,60,married,primary,5.0,no,no,26,aug,63,2,-1,0,no
4499,45,divorced,primary,942.0,no,no,21,nov,362,1,-1,0,no
1308,48,married,tertiary,0.0,no,no,26,aug,176,15,-1,0,no
4116,57,married,unknown,1621.0,yes,no,19,jun,108,1,-1,0,no
914,33,divorced,secondary,9.0,no,no,21,aug,91,2,-1,0,no
4347,32,married,secondary,0.0,yes,yes,17,nov,159,2,195,2,no
3857,50,married,tertiary,433.0,yes,no,18,may,47,4,-1,0,no
2198,33,married,secondary,575.0,no,yes,4,feb,254,2,-1,0,no
774,24,single,primary,111.0,yes,yes,27,may,42,4,-1,0,no
329,48,single,secondary,1150.0,yes,no,28,may,357,1,-1,0,no
2054,57,married,secondary,0.0,no,yes,30,jun,104,2,-1,0,no
2001,45,married,primary,137.0,yes,yes,16,may,187,19,-1,0,no
943,40,married,secondary,109.0,no,no,20,jun,402,22,-1,0,no
822,40,married,tertiary,13669.0,no,no,15,oct,138,1,136,8,no
4099,33,single,tertiary,71.0,no,no,22,aug,107,6,-1,0,no
909,34,married,secondary,-139.0,yes,yes,27,may,492,2,-1,0,no
2516,30,married,tertiary,1882.0,yes,no,11,aug,249,5,-1,0,no
181,32,single,secondary,0.0,no,yes,11,jul,333,2,-1,0,no
164,28,single,tertiary,80.0,no,no,20,oct,676,2,146,2,yes
1523,34,single,secondary,2178.0,yes,no,26,may,41,1,-1,0,no
451,35,divorced,secondary,-402.0,yes,no,17,apr,46,1,-1,0,no
2538,44,married,secondary,-1746.0,yes,no,20,jun,218,1,-1,0,no
4335,37,single,secondary,105.0,no,yes,17,jun,260,4,-1,0,no
4321,58,married,secondary,-27.0,no,yes,31,jul,77,13,-1,0,no
1311,51,married,secondary,867.0,yes,no,3,feb,177,2,211,3,no
3856,42,married,primary,83.0,no,yes,7,aug,184,1,-1,0,no
1111,37,married,secondary,480.0,no,no,22,oct,344,2,182,8,yes
4236,31,married,secondary,92.0,yes,no,16,may,688,1,-1,0,yes
1287,31,married,tertiary,2603.0,yes,no,11,feb,280,4,-1,0,yes
3476,33,married,secondary,625.0,yes,no,28,may,410,1,-1,0,no
3742,37,married,tertiary,137.0,no,no,13,aug,244,6,-1,0,no
3467,42,divorced,tertiary,221.0,yes,no,7,may,720,2,-1,0,no
4124,50,divorced,tertiary,13.0,yes,no,20,apr,76,1,-1,0,yes
3125,38,married,primary,0.0,yes,no,2,jun,29,32,-1,0,no
327,35,single,tertiary,145.0,yes,no,18,,799,2,-1,0,yes
1790,45,married,secondary,1477.0,yes,no,8,jul,355,1,-1,0,no
2490,34,married,secondary,96.0,no,no,29,aug,109,2,-1,0,no
2006,51,married,primary,1869.0,no,no,17,jun,30,3,-1,0,no
2007,30,single,secondary,4787.0,yes,no,4,jun,99,2,-1,0,no
1858,34,married,secondary,622.0,yes,no,21,may,145,1,-1,0,no
4243,34,married,tertiary,997.0,yes,yes,21,nov,81,1,-1,0,no
312,43,single,primary,2.0,yes,no,30,jul,783,3,-1,0,no
832,59,married,secondary,163.0,no,no,24,jul,464,1,-1,0,no
3079,59,divorced,secondary,879.0,yes,no,26,may,228,1,-1,0,no
1201,40,married,secondary,1270.0,no,no,17,apr,342,2,-1,0,no
3844,39,married,secondary,607.0,yes,no,12,may,454,2,364,3,yes
3271,36,married,secondary,4438.0,yes,no,20,may,446,1,-1,0,yes
2134,58,married,secondary,425.0,yes,yes,17,nov,100,1,-1,0,no
2209,59,married,secondary,0.0,no,no,18,jul,247,4,-1,0,no
4220,33,single,secondary,-416.0,yes,no,16,may,767,2,-1,0,yes
1481,40,single,secondary,192.0,yes,no,16,may,71,11,-1,0,no
777,30,single,secondary,102.0,yes,no,7,may,614,2,-1,0,no
799,53,divorced,unknown,1012.0,yes,no,28,jul,332,2,-1,0,no
54,53,married,secondary,2231.0,yes,no,14,jul,272,3,-1,0,no
2972,56,married,secondary,45.0,no,no,5,may,1467,1,-1,0,yes
1920,40,married,tertiary,1729.0,yes,no,12,may,85,1,-1,0,no
4207,57,married,secondary,589.0,yes,no,2,feb,223,1,76,4,no
3733,34,divorced,tertiary,674.0,yes,no,7,aug,587,2,-1,0,yes
1701,29,single,secondary,486.0,no,no,30,apr,95,1,-1,0,no
2161,51,married,primary,260.0,no,no,19,aug,137,2,-1,0,no
1136,36,single,secondary,1482.0,yes,no,18,nov,177,2,174,1,no
987,32,single,secondary,604.0,no,yes,28,may,95,3,-1,0,no
3928,47,married,secondary,5306.0,yes,no,15,may,322,1,-1,0,no
4382,30,divorced,secondary,-94.0,yes,no,14,jul,41,2,-1,0,no
3057,29,married,tertiary,43.0,yes,no,20,may,68,2,-1,0,no
3246,33,married,secondary,-241.0,yes,yes,27,may,169,1,-1,0,no
1394,26,single,secondary,2610.0,yes,yes,2,jun,626,1,-1,0,no
2637,44,married,secondary,313.0,no,no,6,aug,211,4,-1,0,no
768,55,married,primary,343.0,yes,no,14,jul,276,3,-1,0,no
4259,32,single,secondary,48.0,yes,no,20,apr,8,3,-1,0,no
3090,58,married,tertiary,2764.0,no,no,17,nov,235,1,-1,0,no
3215,40,married,secondary,990.0,yes,no,6,feb,252,3,-1,0,no
285,28,single,tertiary,2269.0,yes,no,9,may,331,1,-1,0,no
4462,55,married,secondary,2678.0,no,yes,18,aug,151,12,-1,0,no
428,32,married,secondary,2366.0,yes,no,20,may,127,2,-1,0,no
2332,30,married,tertiary,102.0,yes,no,5,apr,470,7,426,3,yes
2717,29,single,tertiary,2325.0,no,no,2,feb,125,1,-1,0,yes
2079,38,divorced,tertiary,4335.0,yes,no,20,nov,640,1,-1,0,no
722,32,married,tertiary,55.0,no,no,2,feb,124,3,-1,0,no
951,55,married,tertiary,979.0,no,yes,8,jul,123,1,-1,0,no
3800,32,married,secondary,3333.0,no,no,8,aug,50,4,-1,0,no
2262,33,single,tertiary,99.0,no,no,8,jul,159,1,-1,0,no
989,52,divorced,primary,353.0,no,no,31,jul,395,4,-1,0,no
3212,41,married,tertiary,177.0,yes,no,11,jul,117,2,-1,0,no
1759,26,single,tertiary,3672.0,yes,no,29,may,360,5,-1,0,no
3370,31,single,tertiary,64.0,no,no,15,sep,208,1,105,2,no
326,51,married,secondary,1760.0,no,yes,19,nov,162,1,-1,0,no
2608,58,married,secondary,11.0,no,no,11,aug,270,1,-1,0,no
1383,34,married,tertiary,4170.0,yes,no,21,may,935,1,-1,0,no
1724,38,divorced,secondary,410.0,no,no,11,aug,63,6,-1,0,no
1086,50,married,secondary,3025.0,no,yes,6,aug,168,3,-1,0,no
4009,38,divorced,secondary,70.0,no,no,27,oct,255,3,148,1,yes
341,56,married,tertiary,478.0,no,no,5,feb,97,1,-1,0,no
147,48,married,secondary,1152.0,yes,no,21,jul,168,5,-1,0,no
3882,38,married,tertiary,1198.0,yes,no,2,feb,63,1,-1,0,no
1107,34,single,secondary,1239.0,yes,no,18,jul,90,1,-1,0,no
848,41,married,secondary,4900.0,yes,no,31,jul,121,2,-1,0,no
966,47,married,secondary,0.0,no,no,26,jun,174,8,-1,0,no
4283,46,divorced,secondary,5.0,yes,yes,29,jan,305,2,-1,0,no
4327,55,divorced,primary,653.0,no,no,6,jun,800,1,-1,0,no
2203,35,single,tertiary,3552.0,no,no,21,nov,267,1,-1,0,no
3688,38,married,secondary,-673.0,yes,no,26,may,364,1,-1,0,no
661,28,single,tertiary,0.0,yes,no,16,jul,767,5,-1,0,yes
1002,39,single,secondary,1242.0,yes,no,12,may,303,3,-1,0,no
3886,36,single,tertiary,678.0,no,yes,4,,85,3,-1,0,no
284,40,married,secondary,260.0,no,no,20,jun,197,6,-1,0,no
4488,31,single,secondary,315.0,no,no,30,jan,130,1,2,1,no
4263,25,married,tertiary,10.0,yes,no,21,jul,857,4,-1,0,yes
1879,34,married,secondary,2211.0,no,no,8,may,149,1,-1,0,no
4393,30,married,tertiary,101.0,yes,yes,7,jul,187,3,-1,0,no
1203,48,married,primary,5173.0,yes,no,18,jun,88,8,-1,0,no
1990,31,single,secondary,-449.0,yes,no,28,may,81,2,-1,0,no
24,26,married,tertiary,543.0,no,no,30,jan,169,3,-1,0,no
4391,39,married,secondary,266.0,no,no,11,may,102,2,-1,0,no
3365,34,married,secondary,1847.0,yes,no,9,apr,543,3,321,6,no
3650,30,single,secondary,,no,no,22,jul,423,1,-1,0,no
3824,50,divorced,unknown,2706.0,yes,no,28,may,179,3,-1,0,no
875,37,married,secondary,11303.0,no,no,26,may,500,2,-1,0,no
4295,30,single,tertiary,901.0,yes,yes,16,may,601,1,-1,0,no
938,37,married,secondary,1633.0,yes,no,19,may,229,3,-1,0,no
2687,45,married,secondary,1673.0,no,no,23,oct,76,1,-1,0,no
2394,44,married,secondary,2319.0,no,no,4,aug,251,3,-1,0,no
4135,56,divorced,primary,802.0,no,no,3,feb,258,2,-1,0,no
4503,60,married,primary,362.0,no,yes,29,jul,816,6,-1,0,yes
3395,40,married,secondary,1416.0,yes,no,14,may,210,2,-1,0,no
385,45,married,primary,61.0,no,no,17,apr,108,1,-1,0,no
3813,35,single,secondary,1732.0,no,no,21,nov,1441,3,-1,0,no
4137,59,married,unknown,3940.0,no,no,5,jun,48,2,-1,0,no
3656,33,single,unknown,5969.0,no,no,4,sep,156,2,127,8,no
2291,42,married,secondary,0.0,no,no,19,jun,370,1,-1,0,no
3482,59,married,secondary,5706.0,yes,no,25,jul,471,2,-1,0,no
936,50,divorced,tertiary,1790.0,no,yes,6,feb,748,3,-1,0,no
4203,37,married,tertiary,1689.0,yes,no,29,may,645,2,-1,0,no
2360,48,married,primary,1678.0,no,no,28,jan,263,2,-1,0,no
201,48,married,secondary,1526.0,no,no,6,aug,273,2,-1,0,no
3208,30,married,primary,-518.0,yes,yes,28,may,244,6,-1,0,no
1332,45,married,secondary,204.0,yes,no,3,jun,224,2,-1,0,yes
3016,39,single,secondary,122.0,yes,no,2,jun,158,1,-1,0,no
2708,33,married,tertiary,287.0,yes,no,15,may,199,2,274,3,no
1934,27,single,secondary,489.0,yes,no,30,jul,356,4,-1,0,yes
935,46,married,primary,2904.0,no,no,20,apr,277,2,-1,0,no
2418,31,single,tertiary,23.0,no,no,25,aug,121,3,-1,0,no
566,26,single,tertiary,211.0,no,no,29,jan,168,3,-1,0,no
1854,34,single,tertiary,2646.0,no,no,14,apr,142,1,-1,0,yes
4003,26,single,secondary,-147.0,no,no,4,jun,95,2,-1,0,no
2872,42,single,tertiary,308.0,no,no,30,jan,114,2,-1,0,no
3030,53,married,secondary,65.0,no,no,28,aug,25,18,-1,0,no
4025,41,married,secondary,1334.0,yes,no,20,apr,234,5,-1,0,no
2467,32,single,secondary,-402.0,yes,no,17,apr,135,1,-1,0,no
1645,41,married,secondary,353.0,no,no,19,nov,90,2,-1,0,no
3536,60,married,unknown,231.0,yes,no,12,may,57,2,-1,0,no
2861,36,married,tertiary,0.0,yes,yes,3,jun,599,3,-1,0,no
1792,54,married,primary,8.0,yes,no,14,may,143,1,-1,0,no
1430,34,married,secondary,-563.0,yes,no,26,may,252,1,-1,0,no
2826,39,married,tertiary,763.0,yes,no,11,may,877,7,300,2,yes
3368,57,divorced,secondary,4664.0,no,no,21,nov,22,4,114,1,no
3367,27,married,secondary,897.0,no,no,5,jun,397,1,-1,0,yes
3100,66,married,primary,747.0,no,no,28,jan,203,3,93,1,no
3852,45,married,secondary,194.0,no,no,31,jul,517,4,-1,0,no
1013,34,married,tertiary,8.0,no,no,25,aug,169,4,-1,0,no
1928,22,single,primary,3472.0,no,no,20,oct,332,1,183,3,yes
3738,35,married,primary,422.0,yes,no,14,may,73,1,-1,0,no
3056,23,single,secondary,500.0,yes,no,4,jun,111,3,-1,0,no
3788,46,married,secondary,390.0,yes,no,31,jul,208,2,-1,0,no
126,24,single,secondary,119.0,no,no,15,sep,51,1,-1,0,no
3489,38,married,secondary,526.0,yes,yes,23,may,553,2,-1,0,no
2935,38,married,secondary,435.0,yes,no,23,may,193,2,-1,0,no
3204,33,married,primary,0.0,yes,no,18,jul,351,2,-1,0,no
1347,29,married,tertiary,751.0,yes,no,23,may,121,2,-1,0,no
3055,47,married,secondary,2.0,no,yes,21,jul,71,15,-1,0,no
355,30,single,secondary,209.0,yes,no,6,may,30,2,-1,0,no
4216,53,married,secondary,459.0,no,no,14,,317,6,192,1,no
2730,52,married,secondary,9.0,no,yes,6,jun,44,1,-1,0,no
827,32,single,primary,882.0,no,yes,29,jul,80,8,-1,0,no
1639,27,single,secondary,376.0,yes,yes,5,may,273,1,-1,0,no
3040,34,married,secondary,2374.0,yes,no,9,nov,161,1,209,2,yes
984,59,married,tertiary,2013.0,no,no,19,feb,222,4,94,2,yes
3281,33,single,secondary,1279.0,yes,no,18,may,239,2,349,3,no
4494,26,single,secondary,668.0,yes,no,28,may,576,3,-1,0,yes
2188,46,single,secondary,1693.0,yes,no,25,jan,137,1,97,1,no
4176,32,married,primary,415.0,yes,no,2,jun,777,4,-1,0,yes
2443,29,single,tertiary,218.0,yes,no,12,apr,169,1,-1,0,no
362,50,married,primary,395.0,yes,no,15,may,419,2,-1,0,no
2349,25,single,secondary,-80.0,yes,yes,3,jun,89,1,-1,0,no
345,36,single,secondary,219.0,yes,yes,11,may,270,2,347,1,no
3434,29,single,tertiary,21.0,yes,no,14,may,107,4,371,3,no
4172,36,single,secondary,760.0,no,no,20,jun,9,13,-1,0,no
711,35,divorced,secondary,39.0,no,no,31,jul,149,2,-1,0,no
3205,77,married,primary,680.0,no,no,27,nov,341,4,94,3,no
3452,31,married,secondary,0.0,yes,no,29,jul,82,5,-1,0,no
4338,50,married,tertiary,19447.0,yes,yes,21,nov,166,1,-1,0,no
3639,57,married,tertiary,929.0,no,no,19,aug,387,8,-1,0,no
3325,28,single,secondary,416.0,yes,no,13,may,452,2,-1,0,no
10,39,married,secondary,9374.0,yes,no,20,may,273,1,-1,0,no
4010,28,single,secondary,2700.0,no,no,3,feb,337,4,-1,0,no
2116,33,single,primary,4897.0,yes,no,20,may,151,1,-1,0,no
4288,44,divorced,secondary,0.0,no,no,28,jul,264,5,-1,0,no
1834,57,married,tertiary,0.0,yes,no,21,nov,67,1,-1,0,no
793,49,divorced,tertiary,1405.0,no,no,8,jun,29,1,-1,0,no
3363,33,married,secondary,467.0,yes,no,21,may,494,2,-1,0,no
4470,31,single,tertiary,1166.0,yes,no,3,jun,207,1,-1,0,no
2802,34,married,secondary,516.0,yes,yes,2,jun,26,1,-1,0,no
2674,31,married,tertiary,325.0,yes,no,18,jul,1139,2,-1,0,yes
94,57,married,secondary,14093.0,no,no,11,aug,231,5,-1,0,no
129,77,divorced,tertiary,4659.0,no,no,14,apr,161,1,-1,0,yes
2891,32,single,tertiary,0.0,no,no,5,feb,550,4,-1,0,yes
2371,35,divorced,tertiary,321.0,yes,no,9,may,189,1,-1,0,no
3939,35,married,secondary,243.0,yes,no,20,apr,41,3,-1,0,no
3428,29,married,tertiary,1.0,no,no,18,jul,167,3,-1,0,no
3332,31,married,tertiary,22546.0,yes,no,14,may,8,6,267,4,no
3228,39,single,tertiary,-401.0,yes,no,19,aug,274,4,-1,0,no
4447,49,single,primary,2146.0,yes,no,7,may,1516,2,353,2,yes
4092,43,married,secondary,297.0,yes,no,14,oct,119,3,-1,0,no
2263,58,married,secondary,502.0,yes,no,12,may,197,2,370,3,no
1900,19,single,unknown,0.0,no,no,11,feb,123,3,-1,0,no
3710,34,married,tertiary,263.0,no,no,4,may,203,1,78,8,no
3982,41,married,tertiary,72.0,yes,no,7,may,764,3,-1,0,no
3230,32,single,secondary,2285.0,yes,no,14,may,413,2,-1,0,no
1932,32,married,secondary,350.0,yes,no,28,may,110,2,-1,0,no
3673,36,married,tertiary,3057.0,no,no,16,jun,2769,4,-1,0,yes
3570,39,married,tertiary,209.0,no,no,23,jul,36,2,-1,0,no
2912,39,married,tertiary,-276.0,no,yes,11,aug,121,4,-1,0,no
1865,38,married,tertiary,950.0,no,no,5,aug,210,2,-1,0,no
1658,47,married,primary,556.0,yes,no,4,feb,147,2,264,4,no
516,34,married,tertiary,691.0,yes,yes,2,jun,70,1,-1,0,no
1857,38,married,secondary,434.0,yes,no,20,may,411,1,-1,0,no
2645,33,married,primary,3074.0,no,no,18,nov,679,1,-1,0,no
2243,32,married,secondary,401.0,yes,no,15,may,294,2,-1,0,no
1277,46,divorced,secondary,2232.0,no,no,13,feb,121,1,-1,0,yes
2336,35,married,tertiary,2682.0,yes,no,9,jul,156,1,-1,0,no
950,44,divorced,secondary,0.0,no,no,12,aug,56,2,-1,0,no
3864,49,married,secondary,-147.0,yes,no,20,apr,390,1,-1,0,no
3068,43,married,tertiary,64.0,no,no,6,jun,230,2,-1,0,no
1120,48,married,secondary,725.0,no,yes,10,jul,105,1,-1,0,no
2597,35,divorced,primary,-587.0,yes,no,26,may,111,1,-1,0,no
2204,49,married,secondary,47.0,no,no,5,may,234,2,-1,0,no
419,46,married,secondary,1322.0,yes,yes,19,nov,514,1,-1,0,no
922,67,married,secondary,16353.0,no,no,27,oct,223,2,-1,0,no
3661,36,single,secondary,0.0,no,no,29,aug,85,6,-1,0,no
477,77,married,tertiary,7802.0,no,no,4,may,421,1,92,2,yes
2035,51,divorced,tertiary,0.0,no,no,28,aug,84,7,-1,0,no
3622,31,single,tertiary,614.0,no,no,11,aug,72,4,-1,0,no
1692,42,divorced,tertiary,0.0,no,no,20,jun,85,2,-1,0,no
3681,30,single,secondary,239.0,yes,no,21,may,412,1,-1,0,yes
3670,33,single,primary,92.0,yes,no,9,may,127,1,-1,0,no
1471,38,single,tertiary,744.0,yes,no,14,may,283,1,288,12,no
2601,34,married,tertiary,0.0,no,no,20,aug,263,2,-1,0,no
1202,41,divorced,secondary,654.0,yes,no,13,may,139,2,-1,0,no
2438,39,married,tertiary,691.0,yes,yes,16,apr,517,1,255,1,no
2626,48,married,primary,5366.0,yes,no,21,may,248,3,-1,0,no
1669,66,married,tertiary,1048.0,yes,no,23,jun,971,2,-1,0,no
4361,30,married,tertiary,42.0,no,no,25,aug,115,6,-1,0,no
1970,35,married,secondary,-259.0,yes,no,29,jan,381,1,247,2,no
3110,50,married,secondary,841.0,yes,no,29,may,54,2,-1,0,no
2151,51,divorced,primary,602.0,yes,no,11,may,347,1,284,2,no
820,50,married,secondary,421.0,no,no,20,nov,22,5,-1,0,no
1997,24,single,secondary,77.0,yes,no,16,may,236,2,-1,0,no
4425,35,married,secondary,505.0,yes,yes,27,may,371,2,-1,0,no
3054,30,single,secondary,334.0,no,no,29,jan,389,2,-1,0,no
1248,33,married,secondary,90.0,yes,no,28,jul,263,2,-1,0,no
3655,44,married,tertiary,1242.0,yes,no,6,aug,384,6,-1,0,no
2712,41,married,primary,340.0,no,no,6,jun,37,3,-1,0,no
992,39,married,primary,879.0,yes,no,26,may,102,2,-1,0,no
2190,36,married,tertiary,837.0,no,no,28,aug,68,6,-1,0,no
4224,69,married,unknown,426.0,no,no,9,mar,225,1,90,1,yes
1046,35,married,primary,285.0,yes,no,29,jan,136,1,-1,0,no
1888,34,single,secondary,-72.0,yes,no,7,jul,273,5,-1,0,no
2469,57,married,primary,1623.0,yes,yes,18,jul,246,1,-1,0,no
2847,38,married,secondary,6728.0,no,no,25,nov,232,1,96,4,yes
615,31,married,secondary,-45.0,yes,no,2,jun,184,1,-1,0,no
1318,34,married,secondary,-346.0,no,no,13,aug,136,4,-1,0,no
1863,32,single,secondary,45.0,yes,yes,14,may,908,3,344,7,no
2343,38,married,tertiary,223.0,no,no,28,jan,63,1,-1,0,no
2449,36,married,tertiary,925.0,no,no,14,dec,321,3,189,4,yes
2136,34,married,tertiary,0.0,yes,no,8,may,214,2,-1,0,no
4081,26,single,secondary,565.0,yes,no,6,jun,582,11,-1,0,no
1772,35,married,tertiary,1253.0,yes,no,19,may,210,2,-1,0,no
4484,38,married,tertiary,3436.0,no,no,21,nov,663,4,-1,0,yes
131,37,married,primary,0.0,yes,no,26,may,24,1,-1,0,no
3583,30,single,tertiary,149.0,yes,no,3,jun,220,2,-1,0,no
3481,40,married,secondary,0.0,yes,no,19,nov,332,1,183,1,no
77,40,single,secondary,591.0,no,yes,14,aug,87,6,-1,0,no
3450,41,married,primary,389.0,yes,no,16,jun,127,2,-1,0,no
2898,42,divorced,secondary,0.0,yes,no,30,may,115,6,-1,0,no
2052,53,married,secondary,263.0,no,yes,18,jul,143,7,-1,0,no
4047,75,married,secondary,26452.0,no,no,15,jul,219,2,-1,0,no
724,26,single,secondary,455.0,no,no,29,jan,240,1,182,8,no
1314,48,married,primary,-583.0,yes,no,2,jun,25,7,-1,0,no
3803,28,single,secondary,28.0,no,no,29,jan,220,2,-1,0,no
1851,33,married,primary,324.0,yes,no,13,may,217,2,-1,0,no
2317,58,single,primary,6570.0,no,no,21,jul,106,3,-1,0,no
3816,32,married,secondary,3540.0,yes,no,18,may,213,1,178,1,no
872,33,single,secondary,716.0,yes,no,14,may,234,2,-1,0,no
1372,33,divorced,tertiary,-386.0,yes,no,23,may,530,1,-1,0,no
1855,41,single,secondary,618.0,no,no,5,feb,1056,1,-1,0,no
2965,35,married,primary,3587.0,yes,no,30,may,148,4,-1,0,no
3630,44,divorced,unknown,759.0,yes,no,23,may,397,1,-1,0,no
1319,49,married,secondary,1623.0,yes,no,19,nov,1081,2,-1,0,yes
2560,44,married,secondary,1071.0,yes,no,11,may,143,3,357,1,no
4429,45,married,primary,44.0,no,no,11,jun,81,1,-1,0,no
4303,46,single,secondary,834.0,yes,no,11,jul,196,2,-1,0,no
3607,70,married,secondary,1164.0,no,no,14,may,338,3,185,2,no
375,30,single,secondary,0.0,yes,no,18,may,131,6,363,9,no
1908,44,single,secondary,-27.0,yes,yes,14,may,100,3,-1,0,no
333,32,married,primary,228.0,yes,no,21,jul,1017,6,-1,0,yes
3745,23,single,secondary,250.0,yes,no,18,may,222,1,-1,0,no
3828,31,married,unknown,-120.0,yes,no,3,feb,100,3,201,2,no
2365,33,divorced,secondary,661.0,yes,no,18,nov,411,1,173,2,no
1604,49,single,tertiary,151.0,yes,no,8,jul,97,3,-1,0,yes
1118,60,married,secondary,4820.0,no,no,5,jun,419,1,-1,0,no
3490,66,single,tertiary,6483.0,no,no,13,aug,275,1,-1,0,no
4400,48,married,secondary,5.0,yes,no,7,may,697,2,-1,0,no
1943,40,divorced,secondary,212.0,no,no,7,jan,176,1,-1,0,no
2958,31,married,tertiary,309.0,yes,yes,7,may,294,1,-1,0,no
3760,46,married,tertiary,0.0,no,no,7,may,70,2,-1,0,no
4479,39,single,secondary,163.0,yes,no,30,jan,107,2,-1,0,no
3778,35,married,tertiary,8.0,no,no,23,apr,93,3,-1,0,yes
2376,35,married,secondary,152.0,yes,no,2,jun,563,1,-1,0,yes
4380,57,married,secondary,0.0,no,no,22,aug,197,2,-1,0,no
1342,27,married,secondary,710.0,yes,yes,6,may,653,1,334,2,yes
320,45,married,unknown,1783.0,no,no,20,jun,11,11,-1,0,no
1619,33,married,secondary,249.0,yes,no,31,jul,61,4,-1,0,no
4056,46,married,secondary,2420.0,no,no,19,nov,405,2,-1,0,no
2060,43,married,primary,-93.0,yes,no,26,may,402,2,-1,0,no
2945,27,single,tertiary,118.0,no,no,25,may,112,1,-1,0,no
2219,44,married,secondary,2776.0,yes,no,27,jan,701,1,-1,0,yes
1673,36,single,secondary,1281.0,no,no,24,jul,119,2,-1,0,no
1942,66,married,tertiary,2169.0,no,no,7,jul,282,1,-1,0,no
260,54,married,secondary,209.0,yes,yes,25,jul,97,1,-1,0,no
3905,24,married,secondary,0.0,no,no,28,may,94,1,-1,0,no
2039,43,married,tertiary,13044.0,no,no,18,aug,36,4,-1,0,no
689,30,single,tertiary,60.0,yes,yes,7,may,306,5,-1,0,no
901,30,single,tertiary,3.0,yes,no,6,may,45,2,169,2,no
2306,36,married,tertiary,6.0,yes,no,27,jan,100,1,435,1,no
2026,25,married,secondary,894.0,yes,no,28,may,328,1,-1,0,no
2892,28,single,secondary,2685.0,no,yes,24,aug,5,1,-1,0,no
138,52,married,tertiary,-970.0,yes,no,4,feb,489,1,-1,0,yes
1917,53,married,primary,980.0,yes,no,3,dec,352,1,-1,0,yes
1828,34,married,secondary,456.0,yes,yes,28,aug,137,8,-1,0,no
1573,50,married,secondary,372.0,yes,no,11,may,21,1,-1,0,no
319,26,single,secondary,1064.0,no,no,31,may,113,1,-1,0,no
653,45,married,secondary,1343.0,no,yes,8,jul,220,1,-1,0,no
2137,59,married,primary,0.0,no,no,18,nov,167,2,-1,0,no
3853,54,married,secondary,-315.0,no,yes,10,jul,2029,1,-1,0,yes
558,41,married,secondary,720.0,no,yes,24,jul,651,1,-1,0,yes
2187,51,married,primary,-11.0,no,no,16,jul,126,4,-1,0,no
112,32,married,secondary,217.0,yes,yes,15,jul,317,5,-1,0,no
531,58,married,primary,76.0,yes,no,18,may,54,4,-1,0,no
224,54,married,,1691.0,yes,no,20,nov,186,1,-1,0,no
723,34,married,secondary,586.0,yes,yes,8,may,224,2,-1,0,no
4028,52,single,unknown,2227.0,no,no,24,feb,242,2,-1,0,yes
2883,46,married,tertiary,1148.0,no,no,29,jul,104,2,-1,0,no
1141,46,married,secondary,-337.0,yes,no,27,may,112,1,-1,0,no
1433,33,single,secondary,13494.0,yes,no,20,jun,27,25,-1,0,no
2373,28,married,secondary,8.0,yes,no,15,may,196,1,-1,0,no
